Date,Extent,Year, Month, Day,     Extent_,    Missing, Source Data,hemisphere
6/11/82,12.709,1982,6,11,12.709,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820611_n07_v1.1_n.bin'],north
6/13/82,12.678,1982,6,13,12.678,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820613_n07_v1.1_n.bin'],north
6/15/82,12.652,1982,6,15,12.652,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820615_n07_v1.1_n.bin'],north
6/17/82,12.476,1982,6,17,12.476,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820617_n07_v1.1_n.bin'],north
6/19/82,12.317,1982,6,19,12.317,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820619_n07_v1.1_n.bin'],north
6/21/82,12.145,1982,6,21,12.145,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820621_n07_v1.1_n.bin'],north
6/23/82,12.079,1982,6,23,12.079,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820623_n07_v1.1_n.bin'],north
6/25/82,11.918,1982,6,25,11.918,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820625_n07_v1.1_n.bin'],north
6/27/82,11.868,1982,6,27,11.868,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820627_n07_v1.1_n.bin'],north
6/29/82,11.76,1982,6,29,11.76,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820629_n07_v1.1_n.bin'],north
7/1/82,11.425,1982,7,1,11.425,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820701_n07_v1.1_n.bin'],north
7/3/82,11.442,1982,7,3,11.442,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820703_n07_v1.1_n.bin'],north
7/5/82,11.344,1982,7,5,11.344,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820705_n07_v1.1_n.bin'],north
7/7/82,11.165,1982,7,7,11.165,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820707_n07_v1.1_n.bin'],north
7/9/82,11.043,1982,7,9,11.043,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820709_n07_v1.1_n.bin'],north
7/11/82,10.816,1982,7,11,10.816,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820711_n07_v1.1_n.bin'],north
7/13/82,10.664,1982,7,13,10.664,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820713_n07_v1.1_n.bin'],north
7/15/82,10.436,1982,7,15,10.436,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820715_n07_v1.1_n.bin'],north
7/17/82,10.264,1982,7,17,10.264,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820717_n07_v1.1_n.bin'],north
7/19/82,10.179,1982,7,19,10.179,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820719_n07_v1.1_n.bin'],north
7/21/82,10.022,1982,7,21,10.022,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820721_n07_v1.1_n.bin'],north
7/23/82,9.782,1982,7,23,9.782,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820723_n07_v1.1_n.bin'],north
7/25/82,9.638,1982,7,25,9.638,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820725_n07_v1.1_n.bin'],north
7/27/82,9.417,1982,7,27,9.417,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820727_n07_v1.1_n.bin'],north
7/29/82,9.22,1982,7,29,9.22,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820729_n07_v1.1_n.bin'],north
7/31/82,9.016,1982,7,31,9.016,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820731_n07_v1.1_n.bin'],north
8/2/82,8.939,1982,8,2,8.939,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820802_n07_v1.1_n.bin'],north
8/4/82,8.746,1982,8,4,8.746,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820804_n07_v1.1_n.bin'],north
8/6/82,8.672,1982,8,6,8.672,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820806_n07_v1.1_n.bin'],north
8/8/82,8.45,1982,8,8,8.45,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820808_n07_v1.1_n.bin'],north
8/10/82,8.437,1982,8,10,8.437,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820810_n07_v1.1_n.bin'],north
8/12/82,8.366,1982,8,12,8.366,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820812_n07_v1.1_n.bin'],north
8/14/82,8.152,1982,8,14,8.152,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820814_n07_v1.1_n.bin'],north
8/16/82,8.008,1982,8,16,8.008,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820816_n07_v1.1_n.bin'],north
8/18/82,8.027,1982,8,18,8.027,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820818_n07_v1.1_n.bin'],north
8/20/82,7.915,1982,8,20,7.915,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820820_n07_v1.1_n.bin'],north
8/22/82,7.79,1982,8,22,7.79,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820822_n07_v1.1_n.bin'],north
8/24/82,7.759,1982,8,24,7.759,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820824_n07_v1.1_n.bin'],north
8/26/82,7.7,1982,8,26,7.7,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820826_n07_v1.1_n.bin'],north
8/28/82,7.582,1982,8,28,7.582,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820828_n07_v1.1_n.bin'],north
8/30/82,7.55,1982,8,30,7.55,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820830_n07_v1.1_n.bin'],north
9/1/82,7.404,1982,9,1,7.404,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820901_n07_v1.1_n.bin'],north
9/3/82,7.248,1982,9,3,7.248,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820903_n07_v1.1_n.bin'],north
9/5/82,7.233,1982,9,5,7.233,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820905_n07_v1.1_n.bin'],north
9/7/82,7.182,1982,9,7,7.182,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820907_n07_v1.1_n.bin'],north
9/9/82,7.18,1982,9,9,7.18,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820909_n07_v1.1_n.bin'],north
9/11/82,7.173,1982,9,11,7.173,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820911_n07_v1.1_n.bin'],north
9/13/82,7.16,1982,9,13,7.16,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820913_n07_v1.1_n.bin'],north
9/15/82,7.196,1982,9,15,7.196,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820915_n07_v1.1_n.bin'],north
9/17/82,7.197,1982,9,17,7.197,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820917_n07_v1.1_n.bin'],north
9/19/82,7.224,1982,9,19,7.224,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820919_n07_v1.1_n.bin'],north
9/21/82,7.329,1982,9,21,7.329,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820921_n07_v1.1_n.bin'],north
9/23/82,7.422,1982,9,23,7.422,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820923_n07_v1.1_n.bin'],north
9/25/82,7.417,1982,9,25,7.417,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820925_n07_v1.1_n.bin'],north
9/27/82,7.495,1982,9,27,7.495,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820927_n07_v1.1_n.bin'],north
9/29/82,7.666,1982,9,29,7.666,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19820929_n07_v1.1_n.bin'],north
10/1/82,7.768,1982,10,1,7.768,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821001_n07_v1.1_n.bin'],north
10/3/82,8.016,1982,10,3,8.016,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821003_n07_v1.1_n.bin'],north
10/5/82,8.184,1982,10,5,8.184,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821005_n07_v1.1_n.bin'],north
10/7/82,8.331,1982,10,7,8.331,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821007_n07_v1.1_n.bin'],north
10/9/82,8.875,1982,10,9,8.875,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821009_n07_v1.1_n.bin'],north
10/11/82,9.179,1982,10,11,9.179,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821011_n07_v1.1_n.bin'],north
10/13/82,9.429,1982,10,13,9.429,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821013_n07_v1.1_n.bin'],north
10/15/82,9.608,1982,10,15,9.608,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821015_n07_v1.1_n.bin'],north
10/17/82,9.797,1982,10,17,9.797,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821017_n07_v1.1_n.bin'],north
10/19/82,9.836,1982,10,19,9.836,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821019_n07_v1.1_n.bin'],north
10/21/82,9.847,1982,10,21,9.847,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821021_n07_v1.1_n.bin'],north
10/23/82,10.067,1982,10,23,10.067,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821023_n07_v1.1_n.bin'],north
10/25/82,10.198,1982,10,25,10.198,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821025_n07_v1.1_n.bin'],north
10/27/82,10.423,1982,10,27,10.423,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821027_n07_v1.1_n.bin'],north
10/29/82,10.564,1982,10,29,10.564,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821029_n07_v1.1_n.bin'],north
10/31/82,10.615,1982,10,31,10.615,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821031_n07_v1.1_n.bin'],north
11/2/82,10.817,1982,11,2,10.817,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821102_n07_v1.1_n.bin'],north
11/4/82,10.893,1982,11,4,10.893,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821104_n07_v1.1_n.bin'],north
11/6/82,11.131,1982,11,6,11.131,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821106_n07_v1.1_n.bin'],north
11/8/82,11.03,1982,11,8,11.03,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821108_n07_v1.1_n.bin'],north
11/10/82,11.203,1982,11,10,11.203,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821110_n07_v1.1_n.bin'],north
11/12/82,11.348,1982,11,12,11.348,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821112_n07_v1.1_n.bin'],north
11/14/82,11.573,1982,11,14,11.573,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821114_n07_v1.1_n.bin'],north
11/16/82,11.792,1982,11,16,11.792,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821116_n07_v1.1_n.bin'],north
11/18/82,11.774,1982,11,18,11.774,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821118_n07_v1.1_n.bin'],north
11/20/82,11.698,1982,11,20,11.698,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821120_n07_v1.1_n.bin'],north
11/22/82,11.854,1982,11,22,11.854,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821122_n07_v1.1_n.bin'],north
11/24/82,11.929,1982,11,24,11.929,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821124_n07_v1.1_n.bin'],north
11/26/82,12.192,1982,11,26,12.192,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821126_n07_v1.1_n.bin'],north
11/28/82,12.483,1982,11,28,12.483,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821128_n07_v1.1_n.bin'],north
11/30/82,12.695,1982,11,30,12.695,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821130_n07_v1.1_n.bin'],north
12/2/82,12.822,1982,12,2,12.822,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821202_n07_v1.1_n.bin'],north
12/4/82,12.866,1982,12,4,12.866,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821204_n07_v1.1_n.bin'],north
12/6/82,12.963,1982,12,6,12.963,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821206_n07_v1.1_n.bin'],north
12/8/82,13.223,1982,12,8,13.223,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821208_n07_v1.1_n.bin'],north
12/10/82,13.351,1982,12,10,13.351,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821210_n07_v1.1_n.bin'],north
12/12/82,13.503,1982,12,12,13.503,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821212_n07_v1.1_n.bin'],north
12/14/82,13.606,1982,12,14,13.606,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821214_n07_v1.1_n.bin'],north
12/16/82,13.84,1982,12,16,13.84,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821216_n07_v1.1_n.bin'],north
12/18/82,13.895,1982,12,18,13.895,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821218_n07_v1.1_n.bin'],north
12/20/82,14.016,1982,12,20,14.016,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821220_n07_v1.1_n.bin'],north
12/22/82,13.963,1982,12,22,13.963,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821222_n07_v1.1_n.bin'],north
12/24/82,14.093,1982,12,24,14.093,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821224_n07_v1.1_n.bin'],north
12/26/82,14.183,1982,12,26,14.183,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821226_n07_v1.1_n.bin'],north
12/28/82,14.144,1982,12,28,14.144,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821228_n07_v1.1_n.bin'],north
12/30/82,14.159,1982,12,30,14.159,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1982/nt_19821230_n07_v1.1_n.bin'],north
1/1/83,14.253,1983,1,1,14.253,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830101_n07_v1.1_n.bin'],north
1/3/83,14.306,1983,1,3,14.306,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830103_n07_v1.1_n.bin'],north
1/5/83,14.494,1983,1,5,14.494,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830105_n07_v1.1_n.bin'],north
1/7/83,14.467,1983,1,7,14.467,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830107_n07_v1.1_n.bin'],north
1/9/83,14.615,1983,1,9,14.615,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830109_n07_v1.1_n.bin'],north
1/11/83,14.648,1983,1,11,14.648,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830111_n07_v1.1_n.bin'],north
1/13/83,14.622,1983,1,13,14.622,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830113_n07_v1.1_n.bin'],north
1/15/83,14.916,1983,1,15,14.916,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830115_n07_v1.1_n.bin'],north
1/17/83,15.014,1983,1,17,15.014,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830117_n07_v1.1_n.bin'],north
1/19/83,15.052,1983,1,19,15.052,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830119_n07_v1.1_n.bin'],north
1/21/83,15.314,1983,1,21,15.314,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830121_n07_v1.1_n.bin'],north
1/23/83,15.396,1983,1,23,15.396,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830123_n07_v1.1_n.bin'],north
1/25/83,15.347,1983,1,25,15.347,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830125_n07_v1.1_n.bin'],north
1/27/83,15.401,1983,1,27,15.401,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830127_n07_v1.1_n.bin'],north
1/29/83,15.554,1983,1,29,15.554,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830129_n07_v1.1_n.bin'],north
1/31/83,15.68,1983,1,31,15.68,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830131_n07_v1.1_n.bin'],north
2/2/83,15.737,1983,2,2,15.737,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830202_n07_v1.1_n.bin'],north
2/4/83,15.719,1983,2,4,15.719,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830204_n07_v1.1_n.bin'],north
2/6/83,15.695,1983,2,6,15.695,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830206_n07_v1.1_n.bin'],north
2/8/83,15.822,1983,2,8,15.822,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830208_n07_v1.1_n.bin'],north
2/10/83,15.791,1983,2,10,15.791,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830210_n07_v1.1_n.bin'],north
2/12/83,15.999,1983,2,12,15.999,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830212_n07_v1.1_n.bin'],north
2/14/83,16.056,1983,2,14,16.056,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830214_n07_v1.1_n.bin'],north
2/16/83,15.971,1983,2,16,15.971,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830216_n07_v1.1_n.bin'],north
2/18/83,16.056,1983,2,18,16.056,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830218_n07_v1.1_n.bin'],north
2/20/83,16.167,1983,2,20,16.167,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830220_n07_v1.1_n.bin'],north
2/22/83,16.238,1983,2,22,16.238,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1983/nt_19830222_n07_v1.1_n.bin'],north
